id,sku,Name,isActive,description,stockQuantity,purchasePrice,salePrice,categories,images,attrKey-1,attrValue-1,attrKey-2,attrValue-2,attrKey-3,attrValue-3,attrKey-4,attrValue-4,attrKey-5,attrValue-5
330,MJ11-M-Red,Typhon Performance Fleece-lined Jacket-M-Red,TRUE,"Ironmen and couch warriors both reach for the Typhon Performance Fleece-lined Jacket. After all, no man can resist ultra-soft microfleece lining. Flatlock seams make it ideal for wearing over everything from tanks and tees to high-tech base layers.  Black full-zip flight jacket. Cocona wicking fiber. Machine wash/dry.",21,$60.00,$66.00,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-red_main.jpg,Size,M,Color,Red,,,,,,
331,MJ11-L-Black,Typhon Performance Fleece-lined Jacket-L-Black,TRUE,"Ironmen and couch warriors both reach for the Typhon Performance Fleece-lined Jacket. After all, no man can resist ultra-soft microfleece lining. Flatlock seams make it ideal for wearing over everything from tanks and tees to high-tech base layers.  Black full-zip flight jacket. Cocona wicking fiber. Machine wash/dry.",2,$60.00,$69.00,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj11-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_back.jpg",Size,L,Color,Black,,,,,,
332,MJ11-L-Green,Typhon Performance Fleece-lined Jacket-L-Green,TRUE,"Ironmen and couch warriors both reach for the Typhon Performance Fleece-lined Jacket. After all, no man can resist ultra-soft microfleece lining. Flatlock seams make it ideal for wearing over everything from tanks and tees to high-tech base layers.  Black full-zip flight jacket. Cocona wicking fiber. Machine wash/dry.",8,$60.00,$69.00,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-green_main.jpg,Size,L,Color,Green,,,,,,
333,MJ11-L-Red,Typhon Performance Fleece-lined Jacket-L-Red,TRUE,"Ironmen and couch warriors both reach for the Typhon Performance Fleece-lined Jacket. After all, no man can resist ultra-soft microfleece lining. Flatlock seams make it ideal for wearing over everything from tanks and tees to high-tech base layers.  Black full-zip flight jacket. Cocona wicking fiber. Machine wash/dry.",22,$60.00,$69.00,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-red_main.jpg,Size,L,Color,Red,,,,,,
334,MJ11-XL-Black,Typhon Performance Fleece-lined Jacket-XL-Black,TRUE,"Ironmen and couch warriors both reach for the Typhon Performance Fleece-lined Jacket. After all, no man can resist ultra-soft microfleece lining. Flatlock seams make it ideal for wearing over everything from tanks and tees to high-tech base layers.  Black full-zip flight jacket. Cocona wicking fiber. Machine wash/dry.",86,$60.00,$66.60,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj11-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_back.jpg",Size,XL,Color,Black,,,,,,
335,MJ11-XL-Green,Typhon Performance Fleece-lined Jacket-XL-Green,TRUE,"Ironmen and couch warriors both reach for the Typhon Performance Fleece-lined Jacket. After all, no man can resist ultra-soft microfleece lining. Flatlock seams make it ideal for wearing over everything from tanks and tees to high-tech base layers.  Black full-zip flight jacket. Cocona wicking fiber. Machine wash/dry.",39,$60.00,$70.80,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-green_main.jpg,Size,XL,Color,Green,,,,,,
336,MJ11-XL-Red,Typhon Performance Fleece-lined Jacket-XL-Red,TRUE,"Ironmen and couch warriors both reach for the Typhon Performance Fleece-lined Jacket. After all, no man can resist ultra-soft microfleece lining. Flatlock seams make it ideal for wearing over everything from tanks and tees to high-tech base layers.  Black full-zip flight jacket. Cocona wicking fiber. Machine wash/dry.",22,$60.00,$70.80,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj11-red_main.jpg,Size,XL,Color,Red,,,,,,
337,MJ11,Typhon Performance Fleece-lined Jacket,TRUE,"Ironmen and couch warriors both reach for the Typhon Performance Fleece-lined Jacket. After all, no man can resist ultra-soft microfleece lining. Flatlock seams make it ideal for wearing over everything from tanks and tees to high-tech base layers.  Black full-zip flight jacket. Cocona wicking fiber. Machine wash/dry.",100,$60.00,$71.40,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj11-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj11-black_back.jpg",Size,XS|S|M|L|XL,Color,Black|Green|Red,,,,,,
338,MJ06-XS-Blue,Jupiter All-Weather Trainer -XS-Blue,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",44,$56.99,$65.54,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_back.jpg",Size,XS,Color,Blue,,,,,,
339,MJ06-XS-Green,Jupiter All-Weather Trainer -XS-Green,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",14,$56.99,$68.39,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-green_main.jpg,Size,XS,Color,Green,,,,,,
340,MJ06-XS-Purple,Jupiter All-Weather Trainer -XS-Purple,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",8,$56.99,$62.69,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-purple_main.jpg,Size,XS,Color,Purple,,,,,,
341,MJ06-S-Blue,Jupiter All-Weather Trainer -S-Blue,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",93,$56.99,$63.26,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_back.jpg",Size,S,Color,Blue,,,,,,
342,MJ06-S-Green,Jupiter All-Weather Trainer -S-Green,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",70,$56.99,$63.26,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-green_main.jpg,Size,S,Color,Green,,,,,,
343,MJ06-S-Purple,Jupiter All-Weather Trainer -S-Purple,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",70,$56.99,$63.26,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-purple_main.jpg,Size,S,Color,Purple,,,,,,
344,MJ06-M-Blue,Jupiter All-Weather Trainer -M-Blue,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",84,$56.99,$62.69,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_back.jpg",Size,M,Color,Blue,,,,,,
345,MJ06-M-Green,Jupiter All-Weather Trainer -M-Green,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",52,$56.99,$63.83,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-green_main.jpg,Size,M,Color,Green,,,,,,
346,MJ06-M-Purple,Jupiter All-Weather Trainer -M-Purple,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",23,$56.99,$63.26,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-purple_main.jpg,Size,M,Color,Purple,,,,,,
347,MJ06-L-Blue,Jupiter All-Weather Trainer -L-Blue,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",100,$56.99,$65.54,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_back.jpg",Size,L,Color,Blue,,,,,,
348,MJ06-L-Green,Jupiter All-Weather Trainer -L-Green,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",39,$56.99,$63.83,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-green_main.jpg,Size,L,Color,Green,,,,,,
349,MJ06-L-Purple,Jupiter All-Weather Trainer -L-Purple,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",91,$56.99,$64.97,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-purple_main.jpg,Size,L,Color,Purple,,,,,,
350,MJ06-XL-Blue,Jupiter All-Weather Trainer -XL-Blue,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",32,$56.99,$65.54,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_back.jpg",Size,XL,Color,Blue,,,,,,
351,MJ06-XL-Green,Jupiter All-Weather Trainer -XL-Green,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",49,$56.99,$67.82,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-green_main.jpg,Size,XL,Color,Green,,,,,,
352,MJ06-XL-Purple,Jupiter All-Weather Trainer -XL-Purple,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",94,$56.99,$65.54,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/m/j/mj06-purple_main.jpg,Size,XL,Color,Purple,,,,,,
353,MJ06,Jupiter All-Weather Trainer,TRUE,"Inclement climate be damned. With your breathable, water-resistant Jupiter All-Weather Trainer, you can focus on fuel and form and leave protection and comfort to us. The fabric is a special light fleece that wicks moisture and insulates at once.  Relaxed fit.  Hand pockets.  Machine wash/dry. Reflective safety trim.",64,$56.99,$67.25,Clothing>Men>Tops>Jackets|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj06-blue_back.jpg",Size,XS|S|M|L|XL,Color,Blue|Green|Purple,,,,,,
354,MJ03-XS-Black,Montana Wind Jacket-XS-Black,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",83,$49.00,$56.35,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_back.jpg",Size,XS,Color,Black,,,,,,
355,MJ03-XS-Green,Montana Wind Jacket-XS-Green,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",83,$49.00,$54.39,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-green_main.jpg,Size,XS,Color,Green,,,,,,
356,MJ03-XS-Red,Montana Wind Jacket-XS-Red,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",86,$49.00,$55.86,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-red_main.jpg,Size,XS,Color,Red,,,,,,
357,MJ03-S-Black,Montana Wind Jacket-S-Black,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",36,$49.00,$58.31,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_back.jpg",Size,S,Color,Black,,,,,,
358,MJ03-S-Green,Montana Wind Jacket-S-Green,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",50,$49.00,$56.35,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-green_main.jpg,Size,S,Color,Green,,,,,,
359,MJ03-S-Red,Montana Wind Jacket-S-Red,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",69,$49.00,$53.90,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-red_main.jpg,Size,S,Color,Red,,,,,,
360,MJ03-M-Black,Montana Wind Jacket-M-Black,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",86,$49.00,$55.86,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_back.jpg",Size,M,Color,Black,,,,,,
361,MJ03-M-Green,Montana Wind Jacket-M-Green,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",63,$49.00,$57.82,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-green_main.jpg,Size,M,Color,Green,,,,,,
362,MJ03-M-Red,Montana Wind Jacket-M-Red,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",85,$49.00,$56.35,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-red_main.jpg,Size,M,Color,Red,,,,,,
363,MJ03-L-Black,Montana Wind Jacket-L-Black,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",24,$49.00,$55.37,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_back.jpg",Size,L,Color,Black,,,,,,
364,MJ03-L-Green,Montana Wind Jacket-L-Green,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",78,$49.00,$55.37,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-green_main.jpg,Size,L,Color,Green,,,,,,
365,MJ03-L-Red,Montana Wind Jacket-L-Red,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",77,$49.00,$56.84,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-red_main.jpg,Size,L,Color,Red,,,,,,
366,MJ03-XL-Black,Montana Wind Jacket-XL-Black,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",38,$49.00,$54.88,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_back.jpg",Size,XL,Color,Black,,,,,,
367,MJ03-XL-Green,Montana Wind Jacket-XL-Green,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",52,$49.00,$54.39,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-green_main.jpg,Size,XL,Color,Green,,,,,,
368,MJ03-XL-Red,Montana Wind Jacket-XL-Red,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",77,$49.00,$58.31,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj03-red_main.jpg,Size,XL,Color,Red,,,,,,
369,MJ03,Montana Wind Jacket,TRUE,"Light-as-a-feather wind protection for runners, walkers and outdoor fitness buffs, the Montana Wind Jacket can be stuffed into your pocket for portable protection. Its stylish, move-with-you design makes it especially versatile. Adjustable hood. Split pocket. Thumb holes. Machine wash/hang to dry.",25,$49.00,$57.82,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj03-black_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj03-black_back.jpg",Size,XS|S|M|L|XL,Color,Black|Green|Red,,,,,,
370,MJ12-XS-Black,Proteus Fitness Jackshirt-XS-Black,TRUE,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.  1/4 zip. Stand-up collar.  Machine wash/dry. Quilted inner layer.",98,$45.00,$52.20,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-black_main.jpg,Size,XS,Color,Black,,,,,,
371,MJ12-XS-Blue,Proteus Fitness Jackshirt-XS-Blue,TRUE,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.  1/4 zip. Stand-up collar.  Machine wash/dry. Quilted inner layer.",31,$45.00,$49.50,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-blue_main.jpg,Size,XS,Color,Blue,,,,,,
372,MJ12-XS-Orange,Proteus Fitness Jackshirt-XS-Orange,TRUE,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.  1/4 zip. Stand-up collar.  Machine wash/dry. Quilted inner layer.",11,$45.00,$49.50,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_back.jpg",Size,XS,Color,Orange,,,,,,
373,MJ12-S-Black,Proteus Fitness Jackshirt-S-Black,TRUE,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.  1/4 zip. Stand-up collar.  Machine wash/dry. Quilted inner layer.",82,$45.00,$53.55,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-black_main.jpg,Size,S,Color,Black,,,,,,
374,MJ12-S-Blue,Proteus Fitness Jackshirt-S-Blue,TRUE,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.  1/4 zip. Stand-up collar.  Machine wash/dry. Quilted inner layer.",46,$45.00,$50.85,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-blue_main.jpg,Size,S,Color,Blue,,,,,,
375,MJ12-S-Orange,Proteus Fitness Jackshirt-S-Orange,TRUE,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.  1/4 zip. Stand-up collar.  Machine wash/dry. Quilted inner layer.",94,$45.00,$51.75,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_back.jpg",Size,S,Color,Orange,,,,,,
376,MJ12-M-Black,Proteus Fitness Jackshirt-M-Black,TRUE,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.  1/4 zip. Stand-up collar.  Machine wash/dry. Quilted inner layer.",68,$45.00,$51.75,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-black_main.jpg,Size,M,Color,Black,,,,,,
377,MJ12-M-Blue,Proteus Fitness Jackshirt-M-Blue,TRUE,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.  1/4 zip. Stand-up collar.  Machine wash/dry. Quilted inner layer.",89,$45.00,$50.40,Clothing>Men>Tops>Jackets,http://eimages.valtim.com/acme-images/product/m/j/mj12-blue_main.jpg,Size,M,Color,Blue,,,,,,
378,MJ12-M-Orange,Proteus Fitness Jackshirt-M-Orange,TRUE,"Part jacket, part shirt, the Proteus Fitness Jackshirt makes an ideal companion for outdoor training, camping or loafing on crisp days. Natural Cocona technology brings breathable comfort and increased dryness along with UV protection and odor management. The drop-tail hem provides extra coverage when you're riding a bike or replacing a sink valve.  1/4 zip. Stand-up collar.  Machine wash/dry. Quilted inner layer.",45,$45.00,$53.55,Clothing>Men>Tops>Jackets,"http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_main.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_alt1.jpg,http://eimages.valtim.com/acme-images/product/m/j/mj12-orange_back.jpg",Size,M,Color,Orange,,,,,,
